"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","creator","subjects","publisher","publicationyear"
"Physical","Horizon","BOOK","2018","12","2","Hit & miss / Derek Jeter with Paul Mantell.","Jeter, Derek, 1974-","Jeter Derek 1974 Childhood and youth Juvenile fiction, Baseball stories, Families Juvenile fiction, Friendship Juvenile fiction, Bullying Juvenile fiction, Baseball Fiction, Family life Fiction","Simon & Schuster Books for Young Readers,","[2015]"
"Physical","Horizon","SOUNDDISC","2018","12","2","The autoimmune fix : how to stop the hidden autoimmune damage that keeps you sick, fat, and tired before it turns into disease / Tom O'Bryan.","O'Bryan, Tom","Autoimmune diseases, Autoimmune diseases Treatment, Audiobooks","Tantor Audio [a division of] Recorded Books,","[2017]"
"Digital","OverDrive","EBOOK","2018","12","1","What's Next?: Dispatches on the Future of Science","Max Brockman","Essays, Nonfiction, Science","Random House, Inc.","2009"
"Digital","OverDrive","EBOOK","2018","12","1","My Father's Wives: A Novel","Mike Greenberg","Fiction, Literature","HarperCollins Publishers Inc.","2015"
"Digital","OverDrive","AUDIOBOOK","2018","12","1","The Impeachment of Abraham Lincoln (Unabridged)","Stephen L. Carter","African American Fiction, Fiction, Historical Fiction","Books on Tape","2012"
"Digital","OverDrive","AUDIOBOOK","2018","12","8","It Didn't Start With You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle (unabridged) (Unabridged)","Mark Wolynn","Nonfiction, Psychology, Self-Improvement","Books on Tape","2016"
"Physical","Horizon","BOOK","2018","12","3","In the shadow of Agatha Christie : classic crime fiction by forgotten female writers : 1850-1917 / edited by Leslie S. Klinger.",,"Women detectives Fiction, Women Fiction, Detective and mystery fiction, Short stories","Pegasus Crime,","2018."
"Digital","OverDrive","AUDIOBOOK","2018","12","4","My Name Is Venus Black: A Novel (unabridged) (Unabridged)","Heather Lloyd","Fiction, Literature, Mystery","Books on Tape","2018"
"Physical","Horizon","VIDEODISC","2018","12","2","The address / a production of Florentine Films and WETA ; written, produced & directed by Ken Burns ; producer, Christopher Darling.",,"Lincoln Abraham 1809 1865 Gettysburg address Memorizing, Lincoln Abraham 1809 1865 Gettysburg address History, Learning disabled children Education Vermont, Oral interpretation Students Attitudes, Nonfiction films, Documentary films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","Distributed by PBS Distribution,","c2014."
"Physical","Horizon","BOOK","2018","12","1","Corridors of the night / Anne Perry.","Perry, Anne","Monk William Fictitious character Fiction, Private investigators England London Fiction, Missing persons Investigation Fiction, Large type books, London England History 19th century Fiction, Mystery fiction, Historical fiction","Thorndike Press,","2015."
"Digital","OverDrive","AUDIOBOOK","2018","12","1","El lado fácil de la gente difícil: Que lal gente conflictiva no te amargue la vida (unabridged) (Unabridged)","César Lozano","Nonfiction, Self-Improvement","Penguin Random House Grupo Editorial, S.A.U.","2017"
"Digital","OverDrive","EBOOK","2018","12","3","A Bad Kitty Christmas","Nick Bruel","Humor (Fiction), Juvenile Fiction, Juvenile Literature, Picture Book Fiction","Macmillan Publishers","2015"
"Physical","Horizon","BOOK","2018","12","1","¡Genial!, ¿o no?, (no lo sé) / Liz Pichon ; traducción al castellano, Daniel Cortés Coronas.","Pichon, Liz","Gates Tom Fictitious character Juvenile fiction, Brothers and sisters Juvenile fiction, Spanish language materials","Bruño,","[2015]"
"Digital","OverDrive","EBOOK","2018","12","1","Triple Moon: Summer on East End Series, Book 1","Melissa de la Cruz","Fantasy, Romance, Young Adult Fiction, Young Adult Literature","Penguin Group (USA), Inc.","2015"
"Physical","Horizon","BOOK","2018","12","1","Joe Turner's come and gone / by August Wilson.","Wilson, August",,"S. French,","[1990]"
"Digital","OverDrive","EBOOK","2018","12","1","Walking the Perfect Square: Moe Prager Series, Book 1","Reed Farrel Coleman","Fiction, Mystery","Perseus Books Group","2010"
"Digital","OverDrive","EBOOK","2018","12","1","Coming Back to Life: Practices to Reconnect Our Lives, Our World","Joanna R. Macy","Nonfiction, Self-Improvement","Perseus Books Group","2010"
"Physical","Horizon","SOUNDDISC","2018","12","1","Revenue retrievin' (night shift) / E-40.","E-40 (Rapper)","Rap Music, Popular music 2001 2010","Heavy On The Grind,","[2010]"
"Digital","OverDrive","AUDIOBOOK","2018","12","2","Stephanie Pearl-McPhee Casts Off: The Yarn Harlot's Guide to the Land of Knitting (unabridged) (Unabridged)","Stephanie Pearl-McPhee","Crafts, Nonfiction","HighBridge Company","2007"
"Physical","Horizon","BOOK","2018","12","1","Akimbo and the baboons / Alexander McCall Smith ; illustrated by LeUyen Pham.","McCall Smith, Alexander, 1948-","Baboons Juvenile fiction, Africa Juvenile fiction","Bloomsbury Children's Books,","2008."
"Digital","OverDrive","AUDIOBOOK","2018","12","1","Fires of Invention (Unabridged)","J. Scott Savage","Juvenile Fiction, Juvenile Literature, Science Fiction & Fantasy","Blackstone Audio, Inc.","2015"
"Physical","Horizon","SOUNDDISC","2018","12","1","Welcome strangers / Modern Studies.","Modern Studies (Musical group)","Popular music 2011 2020, Rock music 2011 2020, Popular music, Rock music","Fire Records,","[2018]"
"Digital","OverDrive","EBOOK","2018","12","2","Shelter: Mickey Bolitar Series, Book 1","Harlan Coben","Mystery, Suspense, Young Adult Fiction, Young Adult Literature","Penguin Group (USA), Inc.","2011"
"Digital","OverDrive","EBOOK","2018","12","1","Slow Apocalypse","John Varley","Fiction, Science Fiction","Penguin Group (USA), Inc.","2013"
"Digital","OverDrive","AUDIOBOOK","2018","12","2","Joan of Arc (Unabridged)","Mark Twain","Biography & Autobiography, Nonfiction","Blackstone Audio, Inc.","2008"
"Physical","Horizon","SOUNDDISC","2018","12","2","Approximately infinite universe / Yoko Ono.","Ono, Yōko","Rock music 1971 1980, Rock music","Secretly Canadian/Chimera Music,","[2017]"
"Physical","Horizon","SOUNDDISC","2018","12","1","Nudge it up a notch / Steve Cropper & Felix Cavaliere.","Cropper, Steve","Soul music, Popular music 2001 2010","Stax,","[2008]"
"Digital","OverDrive","EBOOK","2018","12","1","Northern California","Jeffrey Schaffer","Health & Fitness, Nonfiction, Sports & Recreations, Travel","Lightning Source Inc","2013"
"Physical","Horizon","BOOK","2018","12","1","The evidence room / Cameron Harvey.","Harvey, Cameron, 1977-","Single women Fiction, Police Florida Fiction, Murder Investigation Fiction, Cold cases Criminal investigation Fiction, Large type books, Mystery fiction, Legal stories","Thorndike Press,","2015."
"Digital","OverDrive","EBOOK","2018","12","1","Stop Being Mean to Yourself: A Story About Finding The True Meaning of Self-Love","Melody Beattie","Nonfiction, Self Help, Self-Improvement","Simon & Schuster, Inc.","2010"
"Physical","Horizon","BOOK","2018","12","2","The creative tarot : a modern guide to an inspired life / Jessa Crispin.","Crispin, Jessa","Tarot, Creative ability Miscellanea","Touchstone,","c2016."
"Digital","OverDrive","EBOOK","2018","12","1","Two Ravens and One Crow: An Iron Druid Chronicles Novella","Kevin Hearne","Fantasy, Fiction, Thriller","Random House, Inc.","2012"
"Physical","Horizon","BOOK","2018","12","1","Bungalow bathrooms / Jane Powell and Linda Svendsen.","Powell, Jane, 1952-","Bathrooms Remodeling, Interior decoration","G. Smith,","2001."
"Physical","Horizon","BOOK","2018","12","1","Playborhood : turn your neighborhood into a place for play / Mike Lanza.","Lanza, Mike","Play, Play environments United States, Children United States, Child rearing, Self reliance in children","Free Play Press,","2012."
"Physical","Horizon","SOUNDDISC","2018","12","1","Frank Einstein and the space-time zipper / Jon Scieszka.","Scieszka, Jon","Inventors Juvenile fiction, Robots Juvenile fiction, Childrens audiobooks","Listening Library,","[2018]"
"Digital","OverDrive","EBOOK","2018","12","4","Seating Arrangements","Maggie Shipstead","Fiction, Literature","Random House, Inc.","2012"
"Physical","Horizon","BOOK","2018","12","3","12 days of Christmas with Six Sisters' Stuff : 144 ideas for traditions, homemade gifts, recipes, and more.",,"Christmas cooking, Christmas decorations, Christmas, Gifts, Handicraft, Cookbooks","Shadow Mountain,","[2014]."
"Physical","Horizon","BOOK","2018","12","1","The caves of steel / Isaac Asimov.","Asimov, Isaac, 1920-1992","Baley Elijah Fictitious character Fiction, Robots Fiction, Interplanetary voyages Fiction, Science fiction","Bantam Books,","1991."
"Digital","OverDrive","EBOOK","2018","12","11","The Laws of Human Nature","Robert Greene","Business, Nonfiction, Self-Improvement","Penguin Group (USA), Inc.","2018"
"Digital","OverDrive","EBOOK","2018","12","1","The Gathering Place: Cape Light Series, Book 3","Thomas Kinkade","Christian Fiction, Fiction","Penguin Group (USA), Inc.","2015"
"Digital","OverDrive","EBOOK","2018","12","1","Granted","John David Anderson","Juvenile Fiction, Juvenile Literature","HarperCollins Publishers Inc.","2018"
"Digital","OverDrive","EBOOK","2018","12","1","Stinky and Successful: The Riot Brothers Never Stop","Mary Amato","Humor (Fiction), Juvenile Fiction, Juvenile Literature","Random House, Inc.","2017"
"Physical","Horizon","BOOK","2018","12","1","Growing up Pedro / Matt Tavares.","Tavares, Matt","Mart¡nez Pedro 1971 Juvenile literature, Baseball players Dominican Republic Biography Juvenile literature, Baseball players Biography","Candlewick Press,","2015."
"Physical","Horizon","BOOK","2018","12","1","Bulldog / from the editors of DogFancy magazine ; [foreword by Allan Reznik].",,"Bulldog","Kennel Club Books,","[2009]"
"Digital","OverDrive","AUDIOBOOK","2018","12","3","Death in Holy Orders: Inspector Adam Dalgliesh Series, Book 11 (unabridged) (Unabridged)","P. D. James","Fiction, Mystery","Books on Tape","2008"
"Digital","OverDrive","EBOOK","2018","12","11","Blitzed: Drugs in the Third Reich","Norman Ohler","History, Military, Nonfiction","Houghton Mifflin Harcourt Trade and Reference","2017"
"Physical","Horizon","BOOK","2018","12","1","Clemente : the passion and grace of baseball's last hero / David Maraniss.","Maraniss, David","Clemente Roberto 1934 1972, Baseball players Puerto Rico Biography, Biographies","Simon & Schuster,","2007, ©2006."
"Physical","Horizon","BOOK","2018","12","1","E.X.O. : the legend of Wale Williams. Part one / creator, writer & art director, Roye Okupe ; editor, Ayodele Elegba ; artist, Sunkanmi Akinboye ; colorist, Raphael Kazeem ; cover art, Godwin Akpan.","Okupe, Roye","Superheroes Comic books strips etc, Nigeria Comic books strips etc, Action and adventure fiction, Science fiction, Graphic novels","Roye Productions, Inc.","[2015]"
"Digital","OverDrive","EBOOK","2018","12","2","The Friends of Eddie Coyle: A Novel","George V. Higgins","Fiction, Mystery","Macmillan Publishers","2013"
"Physical","Horizon","BOOK","2018","12","1","Drake's comprehensive compendium of dragonology / edited by Dugald A. Steer ; with assistance in the field from A.J. Wood ; illustrated by D. Carrel ... [and others]","Drake, Ernest","Dragons Juvenile literature","Candlewick Press,","2010, 2009."
"Digital","OverDrive","EBOOK","2018","12","4","Double Sin and Other Stories","Agatha Christie","Fiction, Mystery","HarperCollins Publishers Inc.","2013"
"Physical","Horizon","BOOK","2018","12","1","Legends : the best players, games, and teams in basketball / Howard Bryant.","Bryant, Howard, 1968-","Basketball United States History Juvenile literature, Basketball players United States Biography Juvenile literature, Basketball players","Philomel Books,","[2017]"
"Digital","OverDrive","AUDIOBOOK","2018","12","1","Beauty Like the Night: The Spymaster's Lady Series, Book 6 (unabridged) (Unabridged)","Joanna Bourne","Fiction, Historical Fiction, Romance","Tantor Media, Inc","2017"
"Physical","Horizon","BOOK","2018","12","6","Captain Starfish / Davina Bell ; with illustrations by Allison Colpoys.","Bell, Davina","Anxiety Juvenile fiction, Aquariums Juvenile fiction, Anemonefishes Juvenile fiction, Fishes Juvenile fiction, Anxiety Fiction, Aquariums Fiction, Anemonefishes Fiction, Fishes Fiction, Picture books","Abrams Books for Young Readers,","2018."
"Digital","OverDrive","EBOOK","2018","12","6","Zombies Ate My Homework: Redstone Junior High #1","Cara J. Stevens","Comic and Graphic Books, Juvenile Fiction, Juvenile Literature","Lightning Source Inc","2018"
"Physical","Horizon","BOOK","2018","12","1","Starting your career as a freelance web designer / Neil Tortorella.","Tortorella, Neil","Web sites Design Vocational guidance","Allworth Press,","[2011]"
"Digital","OverDrive","EBOOK","2018","12","2","On Fire: The 7 Choices to Ignite a Radically Inspired Life","John O'Leary","Family & Relationships, Health & Fitness, Nonfiction, Self-Improvement","Simon & Schuster, Inc.","2017"
"Physical","Horizon","BOOK","2018","12","1","The case of the gypsy goodbye / Nancy Springer.","Springer, Nancy","Kidnapping Juvenile fiction, Brothers and sisters Fiction, Self realization Juvenile fiction, Characters in literature Fiction, Mystery and detective stories, London England History 19th century Juvenile fiction, Great Britain History 19th century Juvenile fiction","Philomel Books,","2010."
"Physical","Horizon","SOUNDDISC","2018","12","1","The newcomers : [finding refuge, friendship, and hope in an American classroom] / Helen Thorpe.","Thorpe, Helen, 1965-","Teenage refugees United States, Social adjustment United States, Multiculturalism United States, United States Emigration and immigration, Audiobooks","Dreamscape Media, LLC,","[2017]"
"Digital","OverDrive","EBOOK","2018","12","3","When Anger Hurts: Quieting the Storm Within","Matthew McKay","Nonfiction, Self-Improvement","New Harbinger Publications","2011"
"Physical","Horizon","MUSIC","2018","12","1","Mamma mia! / music and lyrics by Benny Andersson, Björn Ulvaeus, and some songs with Stig Anderson ; book by Catherine Johnson ; project manager, Carol Cuellar ; [based on the songs of ABBA].","Andersson, Benny","Musicals Excerpts Vocal scores with piano, Popular music 1971 1980, Popular music 1991 2000","Warner Bros. Publications,","[2002]"
